path edges,path latency,path latency relative,received data,cum received data,path throughput,hop count,path efficiency,path user ratio,switch count,mission data transfer,mission data transfer time
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019837552156479567,0.8974680218112909,10073672309.199581,120884068732.77937,2014734461.8399162,1,0.8974680218112909,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019837579073772975,0.897467413353445,10073672285.282578,130957741018.06195,2014734457.0565155,1,0.8974674133534452,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019837608319276973,0.8974667518691163,10073672259.306545,141031413277.3685,2014734451.861309,1,0.8974667518691164,1.0,,,245.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983763989042954,0.8974660373523947,10073672231.275316,151105085508.6438,2014734446.2550633,1,0.8974660373523948,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019837673784540946,0.8974652698002358,10073672201.192842,161178757709.83664,2014734440.2385685,1,0.8974652698002357,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983770999879375,0.8974644492124648,10073672169.063179,171252429878.89984,2014734433.812636,1,0.8974644492124647,1.0,,,245.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198377485302427,0.8974635755917787,10073672134.890516,181326102013.79034,2014734426.9781032,1,0.8974635755917787,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983778937581477,0.8974626489437476,10073672098.679148,191399774112.4695,2014734419.7358296,1,0.8974626489437477,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983783253230916,0.8974616692768173,10073672060.433493,201473446172.903,2014734412.0866985,1,0.8974616692768174,1.0,,,245.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983787799639731,0.897460636602308,10073672020.158075,211547118193.0611,2014734404.031615,1,0.897460636602308,1.0,,,250.0
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198379257646229,0.8974595509344198,10073671977.85755,221620790170.91864,2014734395.5715098,1,0.89745955093442,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983797583340189,0.8974584122902308,10073671933.536688,231694462104.45532,2014734386.7073376,1,0.8974584122902307,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983802819902259,0.8974572206896975,10073671887.200369,241768133991.6557,2014734377.4400737,1,0.8974572206896975,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838082857645656,0.8974559761556569,10073671838.853603,251841805830.5093,2014734367.7707207,1,0.8974559761556569,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838139805304206,0.8974546787138254,10073671788.501513,261915477619.0108,2014734357.7003026,1,0.8974546787138253,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838199037903886,0.8974533283928001,10073671736.149338,271989149355.16013,2014734347.2298675,1,0.8974533283928002,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838260551222925,0.8974519252240579,10073671681.80244,282062821036.9626,2014734336.3604882,1,0.8974519252240578,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838324340912268,0.8974504692419537,10073671625.4663,292136492662.42883,2014734325.0932598,1,0.8974504692419538,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838390402495645,0.8974489604837221,10073671567.146517,302210164229.5753,2014734313.4293034,1,0.8974489604837222,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983845873136975,0.897447398989474,10073671506.84881,312283835736.42413,2014734301.369762,1,0.897447398989474,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838529322804284,0.8974457848021974,10073671444.57902,322357507181.0031,2014734288.915804,1,0.8974457848021974,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983860217194216,0.8974441179677553,10073671380.343103,332431178561.3462,2014734276.0686207,1,0.8974441179677554,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983867727379963,0.8974423985348833,10073671314.14714,342504849875.49335,2014734262.8294282,1,0.8974423985348832,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838754623266466,0.8974406265551866,10073671245.997328,352578521121.49066,2014734249.1994655,1,0.8974406265551867,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838834215106085,0.8974388020831426,10073671175.899986,362652192297.3906,2014734235.1799972,1,0.8974388020831426,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019838916043955775,0.8974369251760922,10073671103.861553,372725863401.2522,2014734220.7723107,1,0.8974369251760921,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983900010432685,0.8974349958942421,10073671029.88859,382799534431.14075,2014734205.9777179,1,0.8974349958942421,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839086390604905,0.8974330143006586,10073670953.987776,392873205385.1285,2014734190.7975552,1,0.8974330143006585,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983917489704997,0.8974309804612662,10073670876.16591,402946876261.29443,2014734175.2331822,1,0.8974309804612661,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983926561779678,0.8974288944448445,10073670796.429918,413020547057.72437,2014734159.2859836,1,0.8974288944448443,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839358546854986,0.8974267563230215,10073670714.786837,423094217772.5112,2014734142.9573674,1,0.8974267563230216,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01983945367810941,0.8974245661702744,10073670631.24383,433167888403.75507,2014734126.248766,1,0.8974245661702746,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839551005320286,0.8974223240639225,10073670545.80818,443241558949.5633,2014734109.1616359,1,0.8974223240639224,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839650522123557,0.8974200300841226,10073670458.487293,453315229408.0506,2014734091.6974587,1,0.8974200300841227,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839752222031125,0.8974176843138665,10073670369.28869,463388899777.33923,2014734073.857738,1,0.8974176843138664,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839856098431145,0.8974152868389739,10073670278.22002,473462570055.55927,2014734055.644004,1,0.8974152868389739,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019839962144588337,0.8974128377480881,10073670185.28905,483536240240.8483,2014734037.0578098,1,0.8974128377480881,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840070353644268,0.8974103371326728,10073670090.503658,493609910331.352,2014734018.1007316,1,0.8974103371326727,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198401807186177,0.8974077850870023,10073669993.871859,503683580325.2238,2014733998.7743716,1,0.8974077850870024,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840293232404896,0.8974051817081596,10073669895.401775,513757250220.6256,2014733979.0803552,1,0.8974051817081596,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840407887779982,0.8974025270960292,10073669795.10166,523830920015.72723,2014733959.0203319,1,0.8974025270960291,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840524677395284,0.8973998213532896,10073669692.979874,533904589708.70715,2014733938.5959747,1,0.8973998213532897,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840643593781685,0.8973970645854078,10073669589.044916,543978259297.7521,2014733917.8089833,1,0.8973970645854078,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840764629349007,0.897394256900633,10073669483.305386,554051928781.0575,2014733896.661077,1,0.8973942569006329,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019840887776386387,0.8973913984099894,10073669375.770016,564125598156.8275,2014733875.1540031,1,0.8973913984099893,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984101302706267,0.897388489227268,10073669266.447657,574199267423.2751,2014733853.2895312,1,0.897388489227268,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019841140373426814,0.8973855294690211,10073669155.347273,584272936578.6224,2014733831.0694547,1,0.8973855294690212,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984126980740828,0.8973825192545529,10073669042.477955,594346605621.1003,2014733808.495591,1,0.8973825192545528,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019841401320817506,0.8973794587059123,10073668927.848911,604420274548.9492,2014733785.5697823,1,0.8973794587059123,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984153490534628,0.8973763479478841,10073668811.46947,614493943360.4187,2014733762.2938938,1,0.8973763479478842,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019841670552568223,0.897373187107983,10073668693.349073,624567612053.7678,2014733738.6698146,1,0.897373187107983,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019841808253939226,0.8973699763164423,10073668573.497292,634641280627.265,2014733714.6994584,1,0.8973699763164423,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019841948000797915,0.8973667157062056,10073668451.923805,644714949079.1888,2014733690.384761,1,0.8973667157062055,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984208978436611,0.8973634054129204,10073668328.63842,654788617407.8273,2014733665.727684,1,0.8973634054129205,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984223359574935,0.8973600455749245,10073668203.651054,664862285611.4783,2014733640.7302108,1,0.8973600455749244,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019842379425937324,0.8973566363332403,10073668076.97175,674935953688.45,2014733615.39435,1,0.8973566363332403,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984252726580444,0.897353177831563,10073667948.610662,685009621637.0607,2014733589.7221324,1,0.8973531778315632,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019842677106110273,0.897349670216252,10073667818.578068,695083289455.6387,2014733563.7156136,1,0.8973496702162521,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984282893750014,0.8973461136363199,10073667686.884357,705156957142.5231,2014733537.3768716,1,0.8973461136363199,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198429827505056,0.897342508243422,10073667553.540041,715230624696.063,2014733510.7080083,1,0.8973425082434222,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843138535545014,0.8973388541918463,10073667418.555742,725304292114.6188,2014733483.7111485,1,0.8973388541918463,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843296282924066,0.8973351516385029,10073667281.942205,735377959396.561,2014733456.388441,1,0.8973351516385029,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843455982836374,0.8973314007429118,10073667143.71029,745451626540.2712,2014733428.7420583,1,0.8973314007429118,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843617625364015,0.8973276016671938,10073667003.87097,755525293544.1422,2014733400.774194,1,0.8973276016671938,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843781200478125,0.8973237545760562,10073666862.435335,765598960406.5776,2014733372.487067,1,0.8973237545760561,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019843946698039475,0.8973198596367836,10073666719.414587,775672627125.9922,2014733343.8829174,1,0.8973198596367838,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019844114107799096,0.8973159170192258,10073666574.820051,785746293700.8121,2014733314.9640102,1,0.8973159170192258,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019844283419398864,0.8973119268957828,10073666428.663162,795819960129.4753,2014733285.7326324,1,0.8973119268957829,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984445462237212,0.8973078894413977,10073666280.955465,805893626410.4309,2014733256.191093,1,0.8973078894413977,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198446277061443,0.8973038048335388,10073666131.708624,815967292542.1395,2014733226.3417249,1,0.8973038048335389,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019844802660033578,0.8972996732521907,10073665980.934412,826040958523.0739,2014733196.1868825,1,0.8972996732521907,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019844979473251496,0.8972954948798398,10073665828.64472,836114624351.7185,2014733165.728944,1,0.89729549487984,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019845158134903625,0.8972912699014619,10073665674.85155,846188290026.5701,2014733134.9703097,1,0.897291269901462,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019845338633990232,0.8972869985045071,10073665519.56701,856261955546.1371,2014733103.913402,1,0.897286998504507,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019845520959406945,0.8972826808788893,10073665362.803328,866335620908.9404,2014733072.5606656,1,0.8972826808788894,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019845705099945436,0.8972783172169695,10073665204.572838,876409286113.5133,2014733040.9145675,1,0.8972783172169696,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019845891044294107,0.8972739077135439,10073665044.887983,886482951158.4012,2014733008.9775968,1,0.8972739077135439,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019846078781038813,0.8972694525658289,10073664883.761326,896556616042.1626,2014732976.7522652,1,0.8972694525658289,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019846268298663518,0.8972649519734468,10073664721.205526,906630280763.3682,2014732944.2411053,1,0.8972649519734467,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019846459585551063,0.8972604061384116,10073664557.233364,916703945320.6014,2014732911.446673,1,0.8972604061384115,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984665262998385,0.8972558152651143,10073664391.85772,926777609712.4592,2014732878.371544,1,0.8972558152651143,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198468474201446,0.897251179560308,10073664225.091587,936851273937.5508,2014732845.0183175,1,0.8972511795603079,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019847043944117106,0.8972464992330919,10073664056.948063,946924937994.4989,2014732811.3896127,1,0.8972464992330919,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019847242189886923,0.8972417744948975,10073663887.440355,956998601881.9392,2014732777.488071,1,0.8972417744948975,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019847442145342183,0.8972370055594723,10073663716.581774,967072265598.521,2014732743.3163548,1,0.8972370055594722,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984764379827435,0.8972321926428646,10073663544.385742,977145929142.9067,2014732708.8771484,1,0.8972321926428646,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019847847136378986,0.8972273359634063,10073663370.865782,987219592513.7726,2014732674.1731563,1,0.8972273359634064,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019848052147256517,0.8972224357416994,10073663196.035524,997293255709.8081,2014732639.207105,1,0.8972224357416994,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984825881841306,0.897217492200597,10073663019.908697,1007366918729.7168,2014732603.9817395,1,0.897217492200597,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019848467137261176,0.8972125055651898,10073662842.499142,1017440581572.2158,2014732568.4998283,1,0.89721250556519,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019848677091120724,0.8972074760627871,10073662663.820799,1027514244236.0366,2014732532.7641597,1,0.897207476062787,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01984888866721965,0.8972024039229001,10073662483.887703,1037587906719.9243,2014732496.7775407,1,0.8972024039229003,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019849101852694784,0.8971972893772284,10073662302.714005,1047661569022.6382,2014732460.542801,1,0.8971972893772286,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019849316634592717,0.8971921326596384,10073662120.313946,1057735231142.9521,2014732424.0627892,1,0.8971921326596384,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019849532999870613,0.8971869340061487,10073661936.70187,1067808893079.654,2014732387.340374,1,0.8971869340061486,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019849750935397044,0.8971816936549118,10073661751.892227,1077882554831.5463,2014732350.3784454,1,0.8971816936549121,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019849970427952855,0.897176411846198,10073661565.899553,1087956216397.4458,2014732313.1799107,1,0.8971764118461982,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985019146423201,0.8971710888223755,10073661378.738497,1098029877776.1843,2014732275.7476993,1,0.8971710888223753,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019850414030842495,0.8971657248278933,10073661190.423794,1108103538966.6082,2014732238.0847588,1,0.8971657248278933,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985063811430713,0.897160320109264,10073661000.970284,1118177199967.5786,2014732200.1940567,1,0.897160320109264,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198508637010645,0.8971548749150441,10073660810.392895,1128250860777.9712,2014732162.078579,1,0.8971548749150441,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985109077746982,0.897149389495817,10073660618.70666,1138324521396.6777,2014732123.7413318,1,0.8971493894958169,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019851319329795832,0.8971438641041739,10073660425.926699,1148398181822.6045,2014732085.1853397,1,0.8971438641041739,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019851549344233707,0.8971382989946949,10073660232.068228,1158471842054.6726,2014732046.4136455,1,0.8971382989946948,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019851780806893964,0.89713269442393,10073660037.14656,1168545502091.819,2014732007.4293122,1,0.8971326944239297,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019852013703807334,0.8971270506503807,10073659841.177097,1178619161932.9963,2014731968.2354195,1,0.8971270506503808,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019852248020925764,0.8971213679344806,10073659644.175333,1188692821577.1716,2014731928.8350666,1,0.8971213679344806,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019852483744123274,0.8971156465385763,10073659446.156853,1198766481023.3284,2014731889.2313704,1,0.8971156465385765,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985272085919692,0.8971098867269072,10073659247.13733,1208840140270.4658,2014731849.427466,1,0.8971098867269071,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019852959351867726,0.8971040887655863,10073659047.132528,1218913799317.5984,2014731809.4265056,1,0.8971040887655862,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019853199207781645,0.8970982529225818,10073658846.158308,1228987458163.7566,2014731769.2316616,1,0.8970982529225818,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019853440412510477,0.897092379467695,10073658644.2306,1239061116807.9873,2014731728.84612,1,0.897092379467695,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019853682951552862,0.8970864686725418,10073658441.365438,1249134775249.3525,2014731688.2730877,1,0.8970864686725418,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985392681033525,0.897080520810532,10073658237.578934,1259208433486.9314,2014731647.5157866,1,0.897080520810532,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985417197421282,0.8970745361568494,10073658032.887287,1269282091519.8188,2014731606.5774574,1,0.8970745361568492,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198544184284705,0.8970685149884309,10073657827.306776,1279355749347.1255,2014731565.4613552,1,0.897068514988431,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019854666158323948,0.8970624575839465,10073657620.853773,1289429406967.9792,2014731524.1707547,1,0.8970624575839466,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985491514892051,0.8970563642237792,10073657413.544722,1299503064381.524,2014731482.7089443,1,0.8970563642237794,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019855165385340247,0.8970502351900018,10073657205.396154,1309576721586.9202,2014731441.0792308,1,0.8970502351900019,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019855416852596897,0.897044070766359,10073656996.42468,1319650378583.345,2014731399.2849362,1,0.8970440707663591,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019855669535638904,0.8970378712382449,10073656786.646996,1329724035369.992,2014731357.329399,1,0.8970378712382446,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019855923419350434,0.8970316368926811,10073656576.079865,1339797691946.0718,2014731315.215973,1,0.8970316368926812,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019856178488552347,0.8970253680182977,10073656364.740133,1349871348310.812,2014731272.9480267,1,0.8970253680182977,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985643472800327,0.8970190649053097,10073656152.644733,1359945004463.4568,2014731230.5289466,1,0.8970190649053098,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019856692122400564,0.8970127278454975,10073655939.81066,1370018660403.2673,2014731187.962132,1,0.8970127278454976,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019856950656381395,0.8970063571321832,10073655726.254988,1380092316129.5225,2014731145.2509975,1,0.8970063571321832,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985721031452376,0.8969999530602105,10073655511.994873,1390165971641.5173,2014731102.3989747,1,0.8969999530602106,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.0198574710813475,0.8969935159259224,10073655297.047535,1400239626938.5647,2014731059.409507,1,0.8969935159259222,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985773294131537,0.8969870460271391,10073655081.43027,1410313282019.995,2014731016.286054,1,0.8969870460271392,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.01985799587883406,0.8969805436631372,10073654865.160444,1420386936885.1558,2014730973.0320888,1,0.8969805436631373,1.0,,,
"[('V_0_2', 'V_0_1'), ('V_0_1', 'V_0_0')]",0.019858259878255284,0.896974009134625,10073654648.255499,1430460591533.4111,2014730929.6510997,1,0.896974009134625,1.0,,,
